quelle;FB1;FB2;FB3;GD;doi;title;authorships.raw_author_name;mfn-authors;publication_year;publication_date;language;type;journal;publisher;primary_location.license;open_access.is_oa;open_access.oa_status;cites_mfn_collection_specimen;is_taxonomic_revision;is_species_description;abteilung 1;abteilung 2;abteilung 3;kommentar;biblio.volume;biblio.issue;biblio.first_page;biblio.last_page;locations.landing_page_url;type_crossref;booktitle;editor;print;edition;book serie
FB1.csv;True;False;False;False;10.54103/2039-4942/21044;LOWER PERMIAN CONCHOSTRACANS (CLAM SHRIMPS) FROM SEDIMENTARY UNITS OF THE ATHESIAN VOLCANIC GROUP (SOUTHERN ALPS, N-ITALY);Scholze, F. & Marchetti, L.;Marchetti, L.;2024;03.09.2024;English;peerrevartikel;Rivista Italiana di Paleontologia e Stratigrafia;Università degli Studi di Milano;CC BY-SA 4.0;True;NaN;False;False;False;NaN;;;NaN;130;3;507;523;https://doi.org/10.54103/2039-4942/21044;"journal-article";;;;;
FB1.csv;True;False;False;False;10.11646/zootaxa.5415.3.6;Luciobarbus lydianus and L. kottelati, two synonyms of L. graecus (Teleostei: Cyprinidae).;Freyhof, J. & Yourtuolu, B.;Freyhof, J.;2024;NaN;english;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;False;True;False;Center for Integrative Biodiversity Discovery;;;NaN;5415;3;466;476;https://doi.org/10.11646/zootaxa.5415.3.6|https://pubmed.ncbi.nlm.nih.gov/38480191;"journal-article";;;;;
FB2.csv;False;True;False;False;10.7479/6qch-mz63;Machine-Readable Data Formats in Biodiversity Informatics;Parolini, G.;Parolini, G.;2024;01.07.2024;English;datenpublikation;GitHub;NaN;CC BY-SA;True;NaN;False;False;False;Access and Use Design;;;GitHub Repository/Abteilung: Knowledge and Access;NaN;NaN;NaN;NaN;https://github.com/Giuditta-Parolini/machine-readable-data/blob/main/machine_readable_data_formats.md;"NaN";;;;;
openalex;True;False;False;False;10.1007/s00338-024-02515-7;Macroalgal presence decreases coral calcification rates more than ocean acidification;Isaak, A. L., Ho, M., Dhillon, M. S., Johnson, M. D., Westphal, H. & Doo, S. S.;Doo, S. S.;2024;04.06.2024;en;peerrevartikel;Coral Reefs;Springer Nature;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;43;4;1133;1137;https://doi.org/10.1007/s00338-024-02515-7;"journal-peerrevartikel";;;;;
FB2.csv;False;True;False;False;978-3-510-61428-8;Making connections. Open data for transdisciplinary Provenance Research on Collections from Colonial Contexts;von Mering, S. & Kaiser, K.;von Mering, S. & Kaiser, K.;2024;16.08.2024;english;konferenzbeitragpaper;in: Schmidt-Loske, Katharina, Tschan, Georg F., Xylander, Willi E. R., Space, Time, Plants and Paper. Botanical Exploration from Colonial Origins to Global Heritage (= Senckenberg Monographs, Vol. 1, pp. 75-84;Senckenberg Museum für Naturkunde Görlitz;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;2024;1;75;84;NaN;"NaN";Space, Time, Plants and Paper. Botanical Exploration from Colonial Origins to Global Heritage;Schmidt-Loske, K., Tschan, G. F. & Xylander, W. E. R.;;;Senckenberg Monographs
FB1.csv;True;False;False;False;10.1038/s44185-024-00055-5;Marine mammals as indicators of Anthropocene Ocean Health;Plön, S., Andra, K., Auditore, L., Gegout, C., Hale, P. J., Hampe, O., Ramilo-Henry, M., Burkhardt-Holm, P., Jaigirdar, A. M., Klein, L., Maewashe, M. K., Müssig, J., Ramsarup, N., Roussouw, N., Sabin, R., Shongwe, T. C. & Tuddenham, P.;Hampe, O.;2024;10.09.2024;English;peerrevartikel;npj Biodiversity;Springer Nature;CC BY-NC-ND 4.0;True;NaN;NaN;NaN;NaN;Evolutionary Morphology;;;NaN;3;NaN;24;NaN;https://doi.org/10.1038/s44185-024-00055-5|https://pubmed.ncbi.nlm.nih.gov/39256530;"journal-article";;;;;
openalex;True;False;False;False;10.21203/rs.3.rs-3796284/v1;Marine occupancy responses escalate according to species thermal bias over Early Jurassic warming;Reddin, C., Landwehrs, J., Mathes, G., Ullmann, C. V., Feulner, G. & Aberhan, M.;Reddin, C., Aberhan, M.;2024;15.03.2024;en;preprint;Research Square;Research Square;CC BY;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.21203/rs.3.rs-3796284/v1;"posted-content";;;;;
openalex;True;False;False;False;10.1101/2024.05.20.594963;Maternal behavior influences vocal practice and learning processes in the greater sac-winged bat;Fernandez, A. A., Serve, N., Fabian, S. & Knörnschild, M.;" Knörnschild, M.; Fernandez, A. A";2024;2024-05-21;en;preprint;bioRxiv (Cold Spring Harbor Laboratory);Cold Spring Harbor Laboratory;CC BY;True;green;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.05.20.594963;"posted-content";;;;;
FB1.csv;True;False;False;False;10.7554/elife.99474.1;Maternal behavior influences vocal practice and learning processes in the greater sac-winged bat;Fernandez, A. A., Serve, N., Fabian, S. & Knörnschild, M.;Fernandez, A. A.,  Knörnschild, M.;2024;2024-10-14;english;peerrevartikel;eLife;eLife Sciences Publications Ltd;CC BY;True;gold;False;False;False;Evolutionary Diversity Dynamics;;;NaN;13;NaN;NaN;NaN;https://doi.org/10.7554/elife.99474.1|https://doi.org/10.1101/2024.05.20.594963;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1101/2024.04.29.591578;Megabarcoding reveals a tale of two very different dark taxa along the same elevational gradient;Pei, W., Feng, V., Hansen, A. K., Yan, L., Srivathsan, A., Xu, W., Sun, H., Yang, J., Zhang, X., Yang, N., Yuan, Q., Zhang, D. & Meier, R;"Pei, W. ; Feng, V.; Hansen, A. K.; Srivathsan, A.; Meier, R.";2024;NaN;NaN;preprint;bioRxiv (Cold Spring Harbor Laboratory);Cold Springs Harbor;CC BY;True;green;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.04.29.591578;"posted-content";;;;;
FB1.csv;True;False;False;False;10.5194/epsc2024-1126;Metal-silicate mixing upon Giant Impacts into magma oceans;Allibert, L., Landeau, M., Röhlen, R., Maller, A., Nakajima, M. & Wünnemann, K.;Allibert, L., Röhlen, R., Wünnemann, K.;2024;2024-07-03 00:00:00;English;konferenzbeitragpaper;Europlanet Science Congress 2024 abstracts;Europlanet Society;CC BY;True;NaN;False;False;False;Impacts & Meteorites;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;NaN;Chapter: 15 Methodentests zur Anbringung verschiedener Sender an Zauneidechsen;"Janssen, A.; S. Ripperger; F. Meisel; M.-O. Rödel";"Janssen, A.; M.-O. Rödel";2024;NaN;english;sammelbandbeitrag;NaN;Chimaira;NaN;False;NaN;False;False;False;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;180;189;NaN;"NaN";Neue Methoden der Feldherpetologie;Klaus Henle, Peter Pogode, Richard Podloucky, Arno Geiger, Annegret Grimm-Seyfarth;;;Mertensiella 32
openalex;True;False;False;False;10.1128/aem.01057-23;Microbial associates of the elm leaf beetle: uncovering the absence of resident bacteria and the influence of fungi on insect performance;Schott, J., Rakei, J., Remus-Emsermann, M., Johnston, P., Mbedi, S., Sparmann, S., Hilker, M. & Voirol, L. R. P. ;Mbedi, S.;2024;2024-01-05;en;peerrevartikel;Applied and Environmental Microbiology;American Society for Microbiology;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;90;1;NaN;NaN;https://doi.org/10.1128/aem.01057-23|https://refubium.fu-berlin.de/handle/fub188/42342|https://hdl.handle.net/10023/29563|https://www.ncbi.nlm.nih.gov/pmc/peerrevartikels/PMC10807431|https://doi.org/10.1101/2023.06.23.546294|https://pubmed.ncbi.nlm.nih.gov/38179921;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.5194/bg-21-5305-2024;Microbial response to deliquescence of nitrate-rich soils in the hyperarid Atacama Desert;Arens, F. L., Airo, A., Sager, C., Grossart, H., Mangelsdorf, K., Meckenstock, R. U., Pannekens, M., Schmitt-Kopplin, P., Uhl, J., Valenzuela, B., Zamorano, P., Zoccarato, L. & Schulze-Makuch, D. ; Airo, A., Sager, C.;2024;2024-11-07;English;peerrevartikel;Biogeosciences;Copernicus Publications;CC BY;True;gold;NaN;NaN;NaN;Solar System;;;NaN;21;22;5305;5320;NaN;"NaN";;;;;
openalex;True;False;False;False;10.5194/egusphere-2024-1859;Microbial response to deliquescence of nitrate-rich soils in the hyperarid Atacama Desert;Arens, F. L., Airo, A., Sager, C., Grossart, H., Mangelsdorf, K., Meckenstock, R. U., Pannekens, M., Schmitt-Kopplin, P., Uhl, J., Valenzuela, B., Zamorano, P., Zoccarato, L. & Schulze-Makuch, D;Sager, C.;2024;2024-07-22;en;preprint;EGUsphere;Copernicus Meetings;cc-by;True;green;NaN;NaN;NaN;Solar System;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.5194/egusphere-2024-1859;"posted-content";;;;;
openalex;True;False;False;False;10.1111/joa.14159;Microstructure and development of the dermal ossicles of Antarctopelta oliveroi (Dinosauria, Ankylosauria): A complex morphogenetic system deciphered through three‐dimensional X‐ray microtomography;Sanchez, S., De Ricqlès, A., Ponstein, J., Tafforeau, P. & Zylberberg, L. ;Ponstein, J.;2024;2024-11-05;en;peerrevartikel;Journal of Anatomy;Wiley;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1111/joa.14159|https://pubmed.ncbi.nlm.nih.gov/39497679;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1007/s42991-024-00449-9;Mitochondrial DNA reveals the impact of Pleistocene glaciations on a widespread palearctic bat species;Gojznikar, J. & Mayer, F.;Mayer, F.;2024;2024-09-11;English;peerrevartikel;Mammalian Biology;Springer Nature;NaN;True;hybrid;True;False;False;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1186/s12862-024-02235-0;Mitogenomes do not substantially improve phylogenetic resolution in a young non-model adaptive radiation of freshwater gastropods;Stelbrink, B., Von Rintelen, T., Marwoto, R. M. & Salzburger, W.;Von Rintelen, T;2024;2024-04-08 00:00:00;English;peerrevartikel;BMC Ecology and Evolution;Springer Nature;CC BY;True;gold;True;False;False;Center for Integrative Biodiversity Discovery;;;NaN;24;1;NaN;NaN;https://doi.org/10.1186/s12862-024-02235-0|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000327|https://pubmed.ncbi.nlm.nih.gov/38589809;"journal-article";;;;;
FB1.csv;True;False;False;False;10.5194/epsc2024-560;Modelling Lunar Impact Flashes from Molten Ejecta;Rice, P., Luther, R. & Wünnemann, K.;" Luther, R.;  Wünnemann, K.";2024;2024-07-03 00:00:00;English;konferenzbeitragpaper;Europlanet Science Congress 2024 abstracts;Europlanet Society;CC BY;True;NaN;False;False;False;Solar System, Impacts & Meteorites;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB2.csv;False;True;False;False;10.3390/insects15080622;Molecular Phylogeny of the Family Cordulegastridae (Odonata) Worldwide;Schneider, T., Vierstraete, A., Kosterin, O. E., Ikemeyer, D., Hu, F., Novelo-Gutiérrez, R., Kompier, T., Everett, L., Müller, O. & Dumont, H. J. ;Schneider, T.;2024;2024-08-19 00:00:00;Englisch;peerrevartikel;Insects;MDPI;NaN;True;gold;NaN;NaN;NaN;Transformation and Conservation;;;NaN;15;8;622;622;https://doi.org/10.3390/insects15080622|https://pubmed.ncbi.nlm.nih.gov/39194826;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1163/15685403-bja10410;Morphological and molecular evidence support four new Liberonautes Bott, 1955 (Decapoda, Potamonautidae, Liberonautinae) species of freshwater crabs from Sierra Leone, West Africa;Ndongo, P. A. M., Von Rintelen, T., Clark, P. F. & Cumberlidge, N.;Ndongo, P. A. M., Von Rintelen, T.;2024;2024-08-15 00:00:00;English;peerrevartikel;Crustaceana;Brill;NaN;True;bronze;True;False;False;Center for Integrative Biodiversity Discovery;;;NaN;97;5-9;709;731;https://doi.org/10.1163/15685403-bja10410;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1016/j.cub.2024.10.014;Morphological complexity promotes origination and extinction rates in ammonoids;Miao, L., Liu, X., Brayard, A., Korn, D., Dai, X. & Song, H.;Korn, D.;2024;NaN;English;peerrevartikel;Current Biology;Elsevier;NaN;False;closed;False;False;NaN;Evolutionary Diversity Dynamics;;;NaN;34;23;5587;5594;https://doi.org/10.1016/j.cub.2024.10.014|https://u-bourgogne.hal.science/hal-04873080|https://pubmed.ncbi.nlm.nih.gov/39500319;"journal-article";;;;;
openalex;True;False;False;False;10.3161/15081109acc2023.25.2.011;Morphological Diversity in the Brains of 12 Neotropical Bat Species;Van Tussenbroek, I. A., Knörnschild, M., Nagy, M., Cate, C. J. T. & Vernes, S. C.;"Knörnschild, Mirjam; Nagy, Martina";2024;12.02.2024;en;peerrevartikel;Acta Chiropterologica;Museum and Institute of Zoology, Polish Academy of Sciences;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;25;2;323;338;https://doi.org/10.3161/15081109acc2023.25.2.011;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1101/2024.08.16.607924;Mutualisms within light microhabitats drive sensory convergence in a mimetic butterfly community;Wainwright, J. B., Loupasaki, T., Ramírez, F., Williams, I. L. P., England, S. J., Barker, A., Meier, J. I., How, M. J., Roberts, N. W., Troscianko, J. & Montgomery, S. H.;England, Sam J.;2024;19.08.2024;en;preprint;bioRxiv;Cold Spring Harbor Laboratory;cc-by;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.08.16.607924;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1371/journal.pone.0299314;"Natural external plastron mold of the Triassic
turtle Proterochersis: An unusual mode of
preservation";Szczygielski, T., Marchetti, L. & Dróżdż, D.;Marchetti, L. ;2024;29.03.2024;English;peerrevartikel;PLoS ONE;PloS;NaN;True;NaN;True;False;True;NaN;;;NaN;19;3;e0299314;;https://doi.org/10.1371/journal.pone.0299314|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980221|https://pubmed.ncbi.nlm.nih.gov/38551910;"journal-article";;;;;
FB3.csv;False;False;True;False;10.19217/skr677;Naturblick: Erkenntnisse aus der Entwicklung einer App zur urbanen Naturerfahrung;Sturm, U., Khorramshahi, O.;Sturm, U., Khorramshahi, O.;2024;14.02.2024;Deutsch;konferenzbeitragpaper;BfN-Schriften;Bundesamt für Naturschutz (BfN);CC BY-ND;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
openalex;True;False;False;False;10.1038/s41598-024-71463-7;New insights into the phylogeny of Carasobarbus Karaman, 1971 (Actinopterygii, Cyprinidae) with the description of three new species;Jouladeh-Roudbar, A., Kaya, C., Vatandoust, S. & Ghanavi, H. R.;Jouladeh-Roudbar, A.;2024;18.09.2024;en;peerrevartikel;Scientific Reports;Nature;cc-by;True;gold;NaN;NaN;NaN;NaN;;;NaN;14;1;21801;NaN;https://doi.org/10.1038/s41598-024-71463-7|https://www.ncbi.nlm.nih.gov/pmc/peerrevartikels/PMC11411057|https://pubmed.ncbi.nlm.nih.gov/39294222;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1016/j.ijpara.2024.05.002;New member of Plasmodium (Vinckeia) and Plasmodium cyclopsi discovered in bats in Sierra Leone – nuclear sequence and complete mitochondrial genome analyses;Werb, O., Matuschewski, K., Weber, N., Hillers, A., Garteh, J., Jusu, A., Turay, B. S., Wauquier, N., Escalante, A. A., Pacheco, M. A. & Schaer, J.;Schaer, J.;2024;16.05.2024;en;peerrevartikel;International Journal for Parasitology;Elsevier;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;54;10;475;484;https://doi.org/10.1016/j.ijpara.2024.05.002|https://pubmed.ncbi.nlm.nih.gov/38762159;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.21203/rs.3.rs-5312448/v1;New palynostratigraphic data from the Kungurian (Cisuralian) of the Athesian District (East Southern Alps);Spina, A., Marchetti, L., Diez, J. B., Capezzuoli, E. & Ronchi, A.;Marchetti, L.;2024;07.11.2024;en;preprint;Research Square;Research Square (United States);cc-by;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.21203/rs.3.rs-5312448/v1;"posted-content";;;;;
FB1.csv;True;False;False;False;NaN;New rove beetle species of the genus Erichsonius (Coleoptera, Staphylinidae, Staphylininae) of Ethiopia, Sri Lanka and India (Assam).;Uhlig, M. & Uhlig, B.;Uhlig, M.;2024;NaN;english;wissartikel;Entomologische Nachrichten und Berichte, Supplement;B. Klausnitzer;NaN;False;closed;True;False;True;Center for Integrative Biodiversity Discovery;;;NaN;68;2;335;353;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.11646/zootaxa.5458.1.4;New species and new records of Chloropinae from Singapore (Diptera: Chloropidae);Riccardi, P. R. & Ang, Y.;Riccardi, P. R.;2024;27.05.2024;English;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;5458;1;83;92;https://doi.org/10.11646/zootaxa.5458.1.4|https://pubmed.ncbi.nlm.nih.gov/39646949;"journal-article";;;;;
FB1.csv;True;False;False;False;NaN;New species of Erichsonius Fauvel, 1874 from Afrotropical Continental Africa 1 (Coleoptera: Staphylinidae, Staphylininae);Uhlig, M.;Uhlig, M.;2024;NaN;english;wissartikel;Entomologische Blätter und Coleoptera;PEKS;NaN;False;closed;True;False;True;Center for Integrative Biodiversity Discovery;;;NaN;119;NaN;243;255;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;NaN;New species of Erichsonius Fauvel, 1874 from Afrotropical Continental Africa 2 (Coleoptera: Staphylinidae, Staphylininae).;Uhlig, M. & Uhlig, B.;Uhlig, M.;2024;NaN;english;wissartikel;Entomologische Blätter und Coleoptera;PEKS;NaN;False;closed;True;False;True;Center for Integrative Biodiversity Discovery;;;NaN;119;NaN;256;275;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;NaN;New species of Erichsonius Fauvel, 1874 of Madagascar 1 (Coleoptera: Staphylinidae, Staphylininae).;Uhlig, M. & Uhlig, B.;Uhlig, M.;2024;NaN;english;wissartikel;Entomologische Blätter und Coleoptera;PEKS;NaN;False;closed;True;False;True;Center for Integrative Biodiversity Discovery;;;NaN;119;NaN;213;242;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1080/08912963.2024.2405882;Non-dental odontodes;Capasso, L. & Witzmann, F.;Witzmann, F.;2024;25.09.2024;Englisch;peerrevartikel;Historical Biology;Taylor & Francis;CC BY;True;NaN;False;False;False;Evolutionary Morphology;;;So far only the online version has been published;NaN;NaN;1;6;https://doi.org/10.1080/08912963.2024.2405882;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1038/s41477-023-01592-w;Novel three-dimensional reconstructions of presumed Phylica (Rhamnaceae) from Cretaceous amber suggest Lauralean affinities;Beurel, S., Bachelier, J. B., Schmidt, A. R. & Sadowski, E.;Beurel, S., Sadowski, E.;2024;26.01.2024;English;peerrevartikel;Nature Plants;Springer Nature;NaN;False;closed;False;True;True;Evolutionary Diversity Dynamics;;;NaN;10;2;223;227;https://doi.org/10.1038/s41477-023-01592-w|https://pubmed.ncbi.nlm.nih.gov/38278948;"journal-article";;;;;
FB1.csv;True;False;False;False;10.5194/epsc2024-315;Numerical Model of Reduction of Apparent Thermal Inertia by Interrupted Vertical Heat-Flow;Hamm, M., Strauß, M., Biele, J., Luther, R., Knollenberg, J. & Grott, M.;Luther, R.;2024;03.07.2024;English;konferenzbeitragpaper;Europlanet Science Congress 2024 abstracts;Europlanet Society;CC BY;True;NaN;False;False;False;Solar System, Impacts & Meteorites;;;NaN;17;NaN;315;NaN;https://doi.org/10.5194/epsc2024-315;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1017/s0031182024000477;Nuttalliellidae in Burmese amber: implications for tick evolution;Chitimia-Dobler, L., Handschuh, S., Dunlop, J. A., Pienaar, R. & Mans, B. J.;Dunlop, J. A.;2024;16.04.2024;English;peerrevartikel;Parasitology;Cambridge University Press;CC BY 4.0;True;NaN;True;False;True;Evolutionary Morphology;;;NaN;151;9;891;907;https://www.cambridge.org/core/journals/parasitology/article/nuttalliellidae-in-burmese-amber-implications-for-tick-evolution/0D40B9D36B4ED714DFAB803339271D1E | https://pubmed.ncbi.nlm.nih.gov/38623697;"journal-article";;;;;
FB2.csv;False;True;False;False;10.29311/mas.v22i2-3.4595;Objects of Politics: The Appropriation of Earth Science Collections in Prussia during the Long Nineteenth Century;Strauß, A.;Strauß, A.;2024;09.12.2024;English;peerrevartikel;Museum & Society;University of Leicester Open Journals;CC BY 4.0;True;gold;False;False;False;Service Development and Knowledge Transfer;;;NaN;22;02. Mrz;NaN;NaN;https://journals.le.ac.uk/index.php/mas/article/view/4595;"NaN";;;;;
openalex;True;False;False;False;10.1515/mammalia-2023-0170;Observations of a greater sac-winged bat pup (Saccopteryx bilineata) with a chromatic disorder;Fernandez, A. A., Tietge, M. & Ripperger, S.;Fernandez, A. A., Tietge, M. & Ripperger, S.;2024;15.04.2024;en;peerrevartikel;Mammalia;De Gruyter;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;88;4;332;336;https://doi.org/10.1515/mammalia-2023-0170;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1101/2024.01.15.572815;On the ecology of Acinetobacter baumannii – jet stream rider and opportunist by nature;Wilharm, G., Skiebe, E., Łopińska, A., Higgins, P. G., Weber, K., Schaudinn, C., Neugebauer, C., Görlitz, K., Meimers, G., Rizova, Y., Blaschke, U., Heider, C., Cuny, C., Drewes, S., Heuser, E., Jeske, K., Jacob, J., Ulrich, R. G., Bochenski, M., Kasprzak, M., Burda, E., Ciepliński, M., Kaługa, I., Jankowiak, Ł.,. Aguirre, J. I., López-García, A., Höfle, U., Jagiello, Z., Tobółka, M., Janic, B., Zieliński, P., Kamiński, M., Frisch, J., Siekiera, J., Wendel, A. F., Brauner, P., Jäckel, U., Kaatz, M., Müller, S., Lübke-Becker, A., Wieler, L. H., von Wachsmann, J., Thrukonda, L., Helal, M., Epping, L., Wolf, S. A., Semmler, T. & Jerzak, L. ;Frisch, J.;2024;15.01.2024;en;preprint;bioRxiv;Cold Spring Harbor Laboratory;cc-by-nc;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.01.15.572815;"posted-content";;;;;
FB1.csv;True;False;False;False;10.11646/zootaxa.5437.1.9;On the identity of Opopaea euphorbicola Strand, 1909 and first records of three other non-native goblin spiders from Ascension Island (Araneae: Oonopidae);Sherwood, D., Dunlop, J. & Sharp, A.;Dunlop, J.;2024;11.04.2024;English;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;True;True;False;Evolutionary Morphology;;;NaN;5437;1;125;130;https://doi.org/10.11646/zootaxa.5437.1.9|https://pubmed.ncbi.nlm.nih.gov/39646738;"journal-article";;;;;
openalex;True;False;False;False;10.11646/zootaxa.5403.1.5;One steps out of line—A “modern” Micraster species (Echinoidea, Spatangoida) with some old-fashioned look, Micraster ernsti sp. nov. from the Campanian (Cretaceous);Schlüter, N.;Schlüter, N.;2024;17.01.2024;en;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;5403;1;80;90;https://doi.org/10.11646/zootaxa.5403.1.5|https://pubmed.ncbi.nlm.nih.gov/38480453;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;NaN;Onthophagus semicornis (PANZER, 1798) (coleoptera, Scarabaeidae) erstmals in Osthessen;Frisch, J.;Frisch, J.;2024;NaN;Deutsch;wissartikel;Beiträge zur Naturkunde in Osthessen;Imhof Verlag;NaN;False;closed;True;False;False;Center for Integrative Biodiversity Discovery;;;ISSN: 0342-5452;61;NaN;114;117;NaN;"NaN";;;;;
openalex;True;False;False;False;10.1093/zoolinnean/zlae002;Ontogenetic development of limb bone microstructure in the king penguin, Aptenodytes patagonicus (Miller, 1778), with considerations for palaeoecological inferences in Sphenisciformes;Canoville, A., Robin, J. & De Buffrénil, V.;Canoville, A.;2024;20.03.2024;en;peerrevartikel;Zoological Journal of the Linnean Society;Oxford University Press;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;203;1;zlae002;NaN;https://doi.org/10.1093/zoolinnean/zlae002;"journal-peerrevartikel";;;;;
FB2.csv;False;True;False;False;10.7479/eqbn-6f25;"Open Access Spiel ""Skill It - Unlock Your Science!""";Paech, F., Woite, E., Paß, S., & Schindler, C.;"Paß, S.; Schindler, C.";2024;24.10.2024;Deutsch;datenpublikation;NaN;NaN;CC BY;True;gold;False;False;False;Access and Use Design;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB3.csv;False;False;True;False;https://github.com/mfn-berlin/naturblick-android;Open Source Code Naturblick Android;Arvidsson, P., Ebbighausen, J. & Khorramshahi, O.;Arvidsson, P., Ebbighausen, J. & Khorramshahi, O.;2024;NaN;English;datenpublikation;GitHub;GitHub;MIT License;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;App Code;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB3.csv;False;False;True;False;https://github.com/mfn-berlin/naturblick-ios;Open Source Code Naturblick iOS;Arvidsson, P., Ebbighausen, J. & Khorramshahi, O.;Arvidsson, P., Ebbighausen, J. & Khorramshahi, O.;2024;NaN;English;datenpublikation;GitHub;GitHub;MIT License;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;App Code;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1016/j.earscirev.2024.104702;Origin and early evolution of vertebrate burrowing behaviour;Marchetti, L., MacDougall, M. J., Buchwitz, M., Canoville, A., Herde, M., Kammerer, C. F. & Fröbisch, J.;Marchetti, L., MacDougall, M. J., Canoville, A., Herde, M.,  Fröbisch, J. ;2024;01.02.2024;English;peerrevartikel;Earth-Science Reviews;Elsevier;NaN;False;closed;False;False;False;Evolutionary Diversity Dynamics;;;NaN;250;NaN;104702;104702;https://doi.org/10.1016/j.earscirev.2024.104702;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1093/zoolinnean/zlae014;Osteology and phylogenetic position of Plagiosaurus depressus (Temnospondyli: Plagiosauridae) from the Late Triassic of Germany and the repeated loss of dermal bones in plagiosaurids;Witzmann, F. & Schoch, R. R.;Witzmann, F.;2024;28.02.2024;Englisch;peerrevartikel;Zoological Journal of the Linnean Society;Oxford University Press;NaN;False;closed;True;False;True;Evolutionary Morphology;;;NaN;202;3;zlae014;NaN;https://doi.org/10.1093/zoolinnean/zlae014;"journal-article";;;;;
FB3.csv;False;False;True;False;10.1007/s10841-024-00548-5;Overlooked and misunderstood: how urban community gardeners perceive social wasps and their ecosystem functions;Schmack, J. M., Egerer, M., Karlebowski, S., Neumann, A. E. & Sturm, U.;Karlebowski, S., Sturm, U.;2024;01.02.2024;English;peerrevartikel;Journal of Insect Conservation;Springer;CC BY;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;28;2;283;289;https://doi.org/10.1007/s10841-024-00548-5;"journal-article";;;;;
